Entry	Reviewed	Gene Names	Proteomes	Gene Ontology (cellular component)
Q14203	reviewed	DCTN1	UP000005640: Chromosome 2	axon [GO:0030424]; cell cortex [GO:0005938]; cell cortex region [GO:0099738]; cell leading edge [GO:0031252]; centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dynein complex [GO:0030286]; intercellular bridge [GO:0045171]; kinetochore [GO:0000776]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; mitotic spindle [GO:0072686]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; spindle [GO:0005819]; spindle pole [GO:0000922]
Q14204	reviewed	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	UP000005640: Chromosome 14	axon cytoplasm [GO:1904115]; azurophil granule lumen [GO:0035578]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; cytosol [GO:0005829]; dynein complex [GO:0030286]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; filopodium [GO:0030175]; membrane [GO:0016020]; microtubule [GO:0005874]
Q14207	reviewed	NPAT CAND3 E14	UP000005640: Chromosome 11	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; Gemini of coiled bodies [GO:0097504]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14209	reviewed	E2F2	UP000005640: Chromosome 1	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; Rb-E2F complex [GO:0035189]; RNA polymerase II transcription regulator complex [GO:0090575]
Q14210	reviewed	LY6D E48	UP000005640: Chromosome 8	cell surface [GO:0009986]; extracellular region [GO:0005576]; membrane [GO:0016020]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
Q14213	reviewed	EBI3 IL27B	UP000005640: Chromosome 19	endoplasmic reticulum lumen [GO:0005788]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q14232	reviewed	EIF2B1 EIF2BA	UP000005640: Chromosome 12	cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 2B complex [GO:0005851]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q14240	reviewed	EIF4A2 DDX2B EIF4F	UP000005640: Chromosome 3	cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; perinuclear region of cytoplasm [GO:0048471]
Q14241	reviewed	ELOA TCEB3 MSTP059	UP000005640: Chromosome 1	elongin complex [GO:0070449]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; site of DNA damage [GO:0090734]
Q14242	reviewed	SELPLG	UP000005640: Chromosome 12	membrane [GO:0016020]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; uropod [GO:0001931]
Q14244	reviewed	MAP7	UP000005640: Chromosome 6	axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule cytoskeleton [GO:0015630]; perinuclear region of cytoplasm [GO:0048471]
Q14246	reviewed	ADGRE1 EMR1 TM7LN3	UP000005640: Chromosome 19	external side of plasma membrane [GO:0009897]; plasma membrane [GO:0005886]
Q14247	reviewed	CTTN EMS1	UP000005640: Chromosome 11	cell cortex [GO:0005938]; clathrin-coated pit [GO:0005905]; cortical cytoskeleton [GO:0030863]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium [GO:0030027]; mitotic spindle midzone [GO:1990023]; plasma membrane [GO:0005886]; podosome [GO:0002102]; ruffle [GO:0001726]; voltage-gated potassium channel complex [GO:0008076]
Q14249	reviewed	ENDOG	UP000005640: Chromosome 9	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q14254	reviewed	FLOT2 ESA1 M17S1	UP000005640: Chromosome 17	acrosomal membrane [GO:0002080]; adherens junction [GO:0005912]; basolateral plasma membrane [GO:0016323]; caveola [GO:0005901]; cell-cell contact zone [GO:0044291]; cytoplasmic vesicle [GO:0031410]; dendrite cytoplasm [GO:0032839]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; flotillin complex [GO:0016600]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium [GO:0030027]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; uropod [GO:0001931]; vesicle [GO:0031982]
Q14257	reviewed	RCN2 ERC55	UP000005640: Chromosome 15	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; nucleolus [GO:0005730]
Q14258	reviewed	TRIM25 EFP RNF147 ZNF147	UP000005640: Chromosome 17	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]
Q14264	reviewed	ERV3-1 ERV3	UP000005640: Chromosome 7	
Q14289	reviewed	PTK2B FAK2 PYK2 RAFTK	UP000005640: Chromosome 8	apical dendrite [GO:0097440]; cell body [GO:0044297]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; NMDA selective glutamate receptor complex [GO:0017146]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density, intracellular component [GO:0099092]; presynapse [GO:0098793]; Schaffer collateral - CA1 synapse [GO:0098685]
Q14296	reviewed	FASTK	UP000005640: Chromosome 7	mitochondrial matrix [GO:0005759]; ribonucleoprotein granule [GO:0035770]
Q14314	reviewed	FGL2	UP000005640: Chromosome 7	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]; ficolin-1-rich granule lumen [GO:1904813]
Q14315	reviewed	FLNC ABPL FLN2	UP000005640: Chromosome 7	costamere [GO:0043034]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; intercellular bridge [GO:0045171]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sarcoplasm [GO:0016528]; Z disc [GO:0030018]
Q14318	reviewed	FKBP8 FKBP38	UP000005640: Chromosome 19	cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; mitochondrial envelope [GO:0005740]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]
Q14320	reviewed	FAM50A DXS9928E HXC26 XAP5	UP000005640: Chromosome X	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14330	reviewed	GPR18 GPCRW	UP000005640: Chromosome 13	cytoplasmic vesicle membrane [GO:0030659]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q14331	reviewed	FRG1	UP000005640: Chromosome 4	Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; nucleolus [GO:0005730]; striated muscle dense body [GO:0055120]; Z disc [GO:0030018]
Q14332	reviewed	FZD2	UP000005640: Chromosome 17	clathrin-coated endocytic vesicle membrane [GO:0030669]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]
Q14344	reviewed	GNA13	UP000005640: Chromosome 17	brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; heterotrimeric G-protein complex [GO:0005834]; melanosome [GO:0042470]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q14353	reviewed	GAMT	UP000005640: Chromosome 19	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q14376	reviewed	GALE	UP000005640: Chromosome 1	cytosol [GO:0005829]
Q14392	reviewed	LRRC32 D11S833E	UP000005640: Chromosome 11	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q14393	reviewed	GAS6 AXLLG	UP000005640: Chromosome 13	cytoplasm [GO:0005737]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; platelet alpha granule lumen [GO:0031093]
Q14397	reviewed	GCKR	UP000005640: Chromosome 2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
Q14406	reviewed	CSHL1 CSHP1 CSL	UP000005640: Chromosome 17	extracellular space [GO:0005615]
Q14410	reviewed	GK2 GKP2 GKTA	UP000005640: Chromosome 4	extracellular exosome [GO:0070062]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; sperm midpiece [GO:0097225]; sperm mitochondrial sheath [GO:0097226]
Q14416	reviewed	GRM2 GPRC1B MGLUR2	UP000005640: Chromosome 3	astrocyte projection [GO:0097449]; axon [GO:0030424]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]
Q14432	reviewed	PDE3A	UP000005640: Chromosome 12	cytosol [GO:0005829]; membrane [GO:0016020]
Q14435	reviewed	GALNT3	UP000005640: Chromosome 2	extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]
Q14442	reviewed	PIGH	UP000005640: Chromosome 14	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex [GO:0000506]
Q14444	reviewed	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105	UP000005640: Chromosome 11	cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; intracellular non-membrane-bounded organelle [GO:0043232]; lamellipodium [GO:0030027]; membrane [GO:0016020]; P-body [GO:0000932]; synapse [GO:0045202]
Q14449	reviewed	GRB14	UP000005640: Chromosome 2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
Q14451	reviewed	GRB7	UP000005640: Chromosome 17	cell projection [GO:0042995]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]
Q14457	reviewed	BECN1 GT197	UP000005640: Chromosome 17	autophagosome [GO:0005776]; cytoplasm [GO:0005737]; cytoplasmic side of mitochondrial outer membrane [GO:0032473]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; endosome membrane [GO:0010008]; nuclear body [GO:0016604]; phagocytic vesicle [GO:0045335]; phagophore assembly site [GO:0000407]; phosphatidylinositol 3-kinase complex, class III [GO:0035032]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; phosphatidylinositol 3-kinase complex, class III, type II [GO:0034272]; trans-Golgi network [GO:0005802]
Q14469	reviewed	HES1 BHLHB39 HL HRY	UP000005640: Chromosome 3	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14493	reviewed	SLBP HBP	UP000005640: Chromosome 4	cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone mRNA stem-loop binding complex [GO:0062073]; histone pre-mRNA 3'end processing complex [GO:0071204]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q14494	reviewed	NFE2L1 HBZ17 NRF1 TCF11	UP000005640: Chromosome 17	chromatin [GO:0000785]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14498	reviewed	RBM39 HCC1 RNPC2	UP000005640: Chromosome 20	centriolar satellite [GO:0034451]; microtubule cytoskeleton [GO:0015630]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]
Q14500	reviewed	KCNJ12 IRK2 KCNJN1	UP000005640: Chromosome 17	membrane [GO:0016020]; monoatomic ion channel complex [GO:0034702]; plasma membrane [GO:0005886]
Q14508	reviewed	WFDC2 HE4 WAP5	UP000005640: Chromosome 20	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]
Q14511	reviewed	NEDD9 CASL	UP000005640: Chromosome 6	basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; immunological synapse [GO:0001772]; lamellipodium [GO:0030027]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; spindle [GO:0005819]; spindle pole [GO:0000922]
Q14512	reviewed	FGFBP1 FGFBP HBP17	UP000005640: Chromosome 4	cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q14515	reviewed	SPARCL1	UP000005640: Chromosome 4	collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]
Q14517	reviewed	FAT1 CDHF7 FAT	UP000005640: Chromosome 4	apical plasma membrane [GO:0016324]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q14520	reviewed	HABP2 HGFAL PHBP	UP000005640: Chromosome 10	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q14524	reviewed	SCN5A	UP000005640: Chromosome 3	caveola [GO:0005901]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; intercalated disc [GO:0014704]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; voltage-gated sodium channel complex [GO:0001518]; Z disc [GO:0030018]
Q14525	reviewed	KRT33B HHA3-II HKA3B KRTHA3B	UP000005640: Chromosome 17	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; intermediate filament [GO:0005882]
Q14526	reviewed	HIC1 ZBTB29	UP000005640: Chromosome 17	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14527	reviewed	HLTF HIP116A RNF80 SMARCA3 SNF2L3 ZBU1	UP000005640: Chromosome 3	cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; RNA polymerase II transcription regulator complex [GO:0090575]
Q14532	reviewed	KRT32 HHA2 HKA2 KRTHA2	UP000005640: Chromosome 17	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intermediate filament [GO:0005882]
Q14533	reviewed	KRT81 KRTHB1 MLN137	UP000005640: Chromosome 12	cytosol [GO:0005829]; extracellular space [GO:0005615]; keratin filament [GO:0045095]
Q14534	reviewed	SQLE ERG1	UP000005640: Chromosome 8	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
Q14541	reviewed	HNF4G NR2A2	UP000005640: Chromosome 8	chromatin [GO:0000785]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]
Q14542	reviewed	SLC29A2 DER12 ENT2 HNP36	UP000005640: Chromosome 11	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
Q14554	reviewed	PDIA5 PDIR	UP000005640: Chromosome 3	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]
Q14558	reviewed	PRPSAP1	UP000005640: Chromosome 17	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]
Q14562	reviewed	DHX8 DDX8	UP000005640: Chromosome 17	catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type catalytic step 2 spliceosome [GO:0071007]
Q14563	reviewed	SEMA3A SEMAD	UP000005640: Chromosome 7	axon [GO:0030424]; dendrite [GO:0030425]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]
Q14565	reviewed	DMC1 DMC1H LIM15	UP000005640: Chromosome 22	chromosome [GO:0005694]; chromosome, telomeric region [GO:0000781]; condensed nuclear chromosome [GO:0000794]; lateral element [GO:0000800]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
Q14566	reviewed	MCM6	UP000005640: Chromosome 2	chromosome, telomeric region [GO:0000781]; CMG complex [GO:0071162]; MCM complex [GO:0042555]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14568	reviewed	HSP90AA2P HSP90AA2 HSPC2 HSPCAL3	UP000005640: Unplaced	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q14571	reviewed	ITPR2	UP000005640: Chromosome 12	cell cortex [GO:0005938]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; platelet dense tubular network membrane [GO:0031095]; receptor complex [GO:0043235]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; secretory granule membrane [GO:0030667]
Q14573	reviewed	ITPR3	UP000005640: Chromosome 6	apical part of cell [GO:0045177]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; nuclear outer membrane [GO:0005640]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; platelet dense tubular network membrane [GO:0031095]; receptor complex [GO:0043235]; sarcoplasmic reticulum [GO:0016529]; secretory granule membrane [GO:0030667]
Q14574	reviewed	DSC3 CDHF3 DSC4	UP000005640: Chromosome 18	cell junction [GO:0030054]; cell-cell junction [GO:0005911]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; desmosome [GO:0030057]; extracellular region [GO:0005576]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q14584	reviewed	ZNF266 KIAA2007	UP000005640: Chromosome 19	nucleus [GO:0005634]
Q14585	reviewed	ZNF345	UP000005640: Chromosome 19	nucleus [GO:0005634]
Q14587	reviewed	ZNF268	UP000005640: Chromosome 12	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q14592	reviewed	ZNF460 ZNF272	UP000005640: Chromosome 19	nucleus [GO:0005634]
Q14596	reviewed	NBR1 1A13B KIAA0049 M17S2 MIG19	UP000005640: Chromosome 17	autophagosome [GO:0005776]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosome [GO:0005764]; M band [GO:0031430]; membrane [GO:0016020]; mitochondrial intermembrane space [GO:0005758]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; peroxisomal membrane [GO:0005778]; phagophore assembly site [GO:0000407]; receptor complex [GO:0043235]
